Designator,Mid X,Mid Y,Rotation,Layer
AE1,50.75,-48.25,180.0,top
C1,54.5,-54.75,90.0,top
C10,58.75,-50.58,270.0,top
C2,52.83,-56.5,0.0,top
C3,52.83,-57.5,0.0,top
C4,57.5,-58.82,90.0,top
C5,55.67,-50.25,180.0,top
C6,55.83,-51.5,180.0,top
C7,62.08,-56.5,180.0,top
C9,57.5,-48.58,270.0,top
J1,55.11,-61.6,90.0,top
J2,55.2,-58.65,0.0,top
L1,53.25,-54.83,90.0,top
R1,59.8,-63.8,0.0,top
R2,57.5,-50.59,90.0,top
U1,58.1,-55.055,90.0,top
X1,61.15,-49.2,270.0,top
